0,0
1,0.02352941
2,0.04705882
3,0.07058824
4,0.09411765
5,0.1176471
6,0.1411765
7,0.1647059
8,0.1882353
9,0.2117647
10,0.2352941
11,0.2588235
12,0.282353
13,0.3058824
14,0.3294118
15,0.3529412
16,0.3764706
17,0.4
18,0.4235294
19,0.4470588
20,0.4705882
21,0.4941176
22,0.5176471
23,0.5411765
24,0.5647059
25,0.5882353
26,0.6117647
27,0.6352941
28,0.6588235
29,0.682353
30,0.7058824
31,0.7294118
32,0.7529412
33,0.7764706
34,0.8
35,0.8235294
36,0.8470588
37,0.8705882
38,0.8941177
39,0.9176471
40,0.9411765
41,0.9647059
42,0.9882353
42.5,1
43.5,0.9764706
44.5,0.9529412
45.5,0.9294118
46.5,0.9058824
47.5,0.8823529
48.5,0.8588235
49.5,0.8352941
50.5,0.8117647
51.5,0.7882353
52.5,0.7647059
53.5,0.7411765
54.5,0.7176471
55.5,0.6941177
56.5,0.6705883
57.5,0.6470588
58.5,0.6235294
59.5,0.6
60.5,0.5764706
61.5,0.5529412
62.5,0.5294118
63.5,0.5058824
64.5,0.4823529
65.5,0.4588235
66.5,0.4352941
67.5,0.4117647
68.5,0.3882353
69.5,0.3647059
70.5,0.3411765
71.5,0.3176471
72.5,0.2941177
73.5,0.2705882
74.5,0.2470588
75.5,0.2235294
76.5,0.2
77.5,0.1764706
78.5,0.1529412
79.5,0.1294118
80.5,0.1058824
81.5,0.08235294
82.5,0.05882353
83.5,0.03529412
84.5,0.01176471
